Tweet,Offensive
@user @user And most Hillary supporters are racist liberals. ,1
@user @user @user @user You are exposing us 😂😂 ,0
@user @user Wow more Salinsky tactics ,0
@user He is bluffing. He shouldn’t have brought it up.  Now Trump need to insist or say it’s proof he is lying. Trump wins either way. ,0
@user House of flowers!!!!! Shits crazy ,1
@user Desirable? Give me a woman over 30 anytime over a girl in her 20s anyday. To much to teach them and you can't relate on a higher level. You are beautiful and any man would be lucky to have you. ,0
@user HE IS MOE ,1
@user @user @user @user @user @user Pedophilia is the worst of all evil ,0
@user @user @user @user Gun control is never sensible. ,1
@user @user @user who's singular wiped out a number of Lib Dem councils in the North by going into bed with the Conservatives thus losing local election seats.  Now we have him trying to turn over a democratic vote on #Brexit. ,0
@user I see you support gun control 😀 ,1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Awesome Q meme on that! ,0
@user Fun fact: rural areas with extremely high gun ownership rates has nearly-zero homicide rates while urban areas with extreme gun control (low ownership rates) has astronomically high homicide rates. Why is the correlation exactly opposite? ,0
@user I'm not so sure.  Only a mild increase in FL with more new Rs than Ds.  Nor in Texas.  NV shows about a +2% increase.   I've been struck by how small a role gun control seems to be playing in this election. ,0
@user Well you are and we love you ,0
this cant be legal ... Right? #KAG #MAGA ,0
@user  love everything you are doing including you yourself. Your voice vibe body sound flow is all awesome and yummy. Will be waiting for the next song u make. Good luck on your journey. ,0
@user Didn’t a woman beat her? Huh... ,0
@user YOU ARE THE REAL DISNEY PRINCESS ,0
@user You’re welcome! Yo! @user and I were holding up a casual tournament watching you. Good shit! ,0
"#diversity has become #tribalism. #culturalappropriation is Left's 'unwinding of #America. #tcot #conservatives"""" ",0
@user He is reprehensible. Him and Durbin. ,0
@user Dead party. ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user I am a Warrior to Many Gardens💕But without my Country and Children💞Why Garden🙏💕🇺🇸🇺🇸😎 ,0
@user got Kamara too he is the man ,0
@user There's an entire faction dedicated to the idea that school shootings are all faked to try to get gun control laws passed. ,1
@user We should all believe Feinstein because she is so upstanding. She would never hir a spy from China and employee them for over 10 years. She needs to resign. TRADER. ,0
@user Liberals ruin everything. ,0
@user @user I believe that Melania Trump is an abused woman maybe not physically but definitely mentally by an abuser husband and she is afraid to speak out against her abuser. ,1
@user @user @user @user Who is fawning? And who are you to decide who is and who isn't reasonable? It is fully possible to be reasonable and still be wrong. I'm guessing you have never watched Daves show and are going by what you have heard from people you are fawning over. ,1
@user Yet the number of applications from liberals that were rejected was higher then yours.  You sound salty that the liberals had more people looking for use this program but you guys just had people with worst values. ,0
@user @user He’s by far SC’s best option. I don’t want anyone else to start. It’s just the reality of who he is. ,0
@user Devout members of ANTIFA though i'm sure. ,0
@user Kirinodere and the Curious Case of the Fucked Customs Fees. 10/10 good book. ,1
@user I like that after dating for 8 months you finally understand it when I cringe at the word cock lol ,1
@user @user Everytime she opens her mouth more idiocy comes out of it...She is an embarrassment... but then she is a Clinton... ,0
@user @user And now we're off to get milk and cookies ,0
@user Keep telling it like it is!  #MAGA ,0
@user He’s Alt-Left. None of them use logic or make sense ,0
"@user @user @user @user stop playing the pronoun game. what sides are being talked about? because a case can be made that both Democrats and Republicans are responsible due to both kowtowing to money from NRA and manufacturers, but not both sides of anti-gun control vs gun control"""""""" ",0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Now do Black Lives Matter. And Antifa. ,0
@user 👌🏻 I’ve never seen anyone talk like that on Twitter before and I’ve seen some really messed up shit ,1
@user Thank you she is a gentle soul xxx😘😘😘❤️❤️❤️ ,0
@user Oh fuck yeah ,1
@user @user Yes as the Democrats and liberals continue to sabotage the November elections it would be the intelligent thing to do so say 20+Million Veterans ,0
#Health &amp; #Nature under threat from #UK #US @user ,0
@user She has no record on gun control. No thanks. ,0
@user Cause I dead have no clue who she is. ,0
@user @user @user @user I've noticed a lot of conservatives are thoroughly disingenuous when engaging in twitter. ,0
@user It’s more what she does than who she is ,1
@user Hes sure as hell not one of is either... traitor liberals- all of them- ,1
"@user @user @user You are hilarious!  You keep defending that woman.  I have watched her for over 20 years and she is a liar and a hypocrite and an obstructionist.  I like my crumbs"""".  She needs people like you to support her though."""" ",1
@user Bono is clearly a racist ,1
@user Happy Birthday again Namjoon! thank you for always sharing your thoughts and feelings with us! you are a beautiful person with a beautiful mind and heart 💜✨ ♈️ ,0
@user Goodness. Your wife and ex-gf were both sexually abused? You liberals are into some weird stuff ,0
@user @user I concede that's likely the case. I do think there's quite a number of people who are being anti-Serena because of who she is ,0
@user After the GOP wins the mid-terms easily there will be no reason we dont put on the masks and grab weapons to go all #ANTIFA on people like you clowns have been doing. Going to be so much fun!!!! ,1
@user @user People change over time. Why did the president change his stance on gun control after his first campaign? Perhaps Kaepernick embraced this issue after he read up on the history of this subject -- a history you don't seem to acknowledge. ,0
@user @user @user Women + Liberals.  Nuff said.  Kavanaugh to be confirmed next week regardless of these desperate games.  Game over.  #MAGA ,0
@user *as fuck. Not ass fuck. Although conservatives are fucking us all up the ass right now. ,1
@user Hey why don’t you look at what Keith Elison of Minnesota get off your bully pulpit and do a investigation into his past abuse or do you just CHEERY PICK ……!!! ,1
@user Trump needs to move to Egypt as he is constantly in de Nile. ,0
@user ❤ You are beloved! ❤ ,0
@user @user That’s so sad and terrifying; I know it’s been dropped to a 2 but all the reports I’ve seen says that doesn’t mean shit for this storm. All you have to do is look at pictures of that thing to realize it’s a fucking BEAST ,1
@user @user My old ass was here ,1
@user Trump's MAGA. Hee haw!!!! ,0
@user It's a guy. Guy looks like a Sheila. #QANON #MAGA #GREATAWAKENING -Crocodile Dundee ,0
"@user @user #WhyRWPreachesRacism #RWLuciferianCult I keep saying and its not simply rhetoric... These people are not by ANY Bible definition CHRISTIAN anymore than the Christian"""" CONservatives who attended public lynchings of blacks often held as public spectacles on Sunday after """"Church"""" ",0
The Dog is on the hunt! #MAGA   ,0
@user @user Good luck 🤣  #MAGA #VoteRed ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Great group I follow all except the top two because they don't follow back😉 Retweeted. ,0
@user @user @user Politico reached out to the “65” women. Only 2 stood by him. That’s 65-63=2. Gotta break it down for #Maga. ,0
@user Picking acts by such nonsensical elements and portraying to world. Pseudo Liberals pastime. Our's is a Country with much great achievements dating back Centuries. Spread that. But that won't suit your agenda. @user ,0
@user @user @user @user Source? Legit only. No FAUX or its minions.  And just in case: antifa = anarchists. They are not left.  Last: ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Thought I'd share a boob picture too! ,0
@user @user she is not related to him its weird lmao ,0
@user Because he hates ,0
"@user I'm glad you think so. I know you could kick his ass yourself, but I'll always have your back.""""  He knows he is doing his best.   """"That's awful. That you had to live like that. No child should have to experience such things.""""  Shitty people like that should not be allowed near+"""" ",1
"@user Conservatives who quit rather than fight betray every claim that cons are patriots"""" &amp; """"will fight for our Constitution."""" It reveals extremism &amp; defeatism at once. Dems KNOW they will win if they stick together. History PROVES it."""" ",1
@user Blow hard ,0
@user @user @user This leftist is what is wrong in liberal colleges. More ppl and students will come out and will unmask this corrupt woman who is determined to destroy a good judge because she wants only liberals in the courts. @user  @user  @user ,1
@user She is so gross. An obvious hack ,1
@user Sad for both!!! To be exploited and also to have a reputation destroyed! Now I’ve read she’s  part of Antifa! ????! ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user It would ,0
@user Gun control now! Enough is enough! ,1
@user He really bisca fool huh ,1
@user I'm sure you are missing the irony here (as does Bojan). ,0
@user  you are great on the Five. Can you stay in thst spot permanently? ,0
@user He is spending your contributions. Vote Ted Cruz!!!! ,0
@user Bitch I’m in the hood serving junkies in a Maybach !!!! 😂😂 ,1
@user NEITHER DOES ANTIFA OR BLACK LIVES MATTER OR ANY OTHER SOROS FUNDED GROUPS ,1
@user 3/ you can not like Justin all you want but the conservatives have no plan to even consider climate change and have been using BLATANT misinformation to lead people like yourself into believing that it’s Trudeau’s fault we’re negotiating with a fucking sociopath down south ,1
.@USER is also a member of the OpenEd SIG and she is also doing her #CMALT #altc ,0
@user Why do affluent liberals like Cooper who claim to support diversity usually live in areas without much diversity? ,0
@user no he came back to nyc w ducky ,0
@user @user #Antifa members ,0
@user you fuckass ,1
@user @user Bring back coal &amp; asbestos!! #MAGA ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Keep it going let’s all remember VOTE!!! VOTE RED!! Let’s do the #MAGA for our 🇺🇸🇺🇸. 📣Yaay!! #MAGA!! 🇺🇸🇺🇸🇺🇸🗽🗽🗽💥💥💥🔥🔥🔥🌪🌪🌪🌪🌪🌪🌪🌪 ,0
@user If liberals can’t win they will do whatever it takes to obstruct the process. ,0
@user Breitbart is dead ,0
@user @user PROUD OF YOU SWEET ❤️ ,0
New emergency hotline?What's down the road?  2 days ago #POTUS signs second State of Emergency executive order?  Social media censorship down the road?  #MAGA #Emergency #QAnon #MondayMotivation #ConstitutionDay ,0
@user @user @user So what's your point? Are you saying that UK gun control isn't protecting our children because something might happen one day; therefore we should adopt a US style gun culture? ,0
@user &gt;Eradicating HIV and Malaria in the middle of Africa  Good bloody luck ,0
@user The Dems playing a con game. It must be Antifa don’t you think. ,1
@user @user @user Trump is declassifying information and there is nothing you can do about it.  He is NOT the subject of an investigation.  The FBI and DOJ have repeatedly said as much.  Go back to your quackery. ,0
@user Congratulations to our Great American President. We will be doing great things together! MAGA  I-Q-2  WWG1WGA ,0
@user Do you support our POTUS? (Please help by retweeting and following after voting!)  Long live USA😍 #MAGA ,0
#realDonaldTrump You've been rather quiet today. I hope that you have spent some time thinking about your endgame with Vlad. I know you probably know this but you are very expendable to him. When we take the country back what will you do?He will not be happy with you! Ponder this ,0
@user Can't a man call his dog without some old bat bitching about it ?   @user ,0
@user @user Your statement sums up the Lib Dem party tbh Brett. And the Conservatives....... and the Labour Party......... What a sorry state we are in!! ,0
@user @user @user @user eto ba ang hindi corrupt? you are so naive if you think that this admin is different from previous admins ,0
@user She is she blocked me ,0
(Albert)  Conservatives are spreading the lie Anderson Cooper faked a hurricane... ,1
@user So. Gut. &lt;3 &lt;3 &lt;3 &lt;3 ,0
@user Antifa has no place in society! ,0
@user @user @user Tippi Hedren was in Julie and Jack (which rifftrax also did). The scene from Birdemic that she is credited for was from that movie playing on the tv in the hotel. ,0
@user Because they’re so hateful and can’t cover anything except Trump.  I remember when Wolf and Anderson were actually decent journalists..... ,0
@user @user is Zoe getting married? I refuse to believe this. she is still a BABY. A BABY. LOL. ,0
@user have we become angels?? BEST ,0
@user Yes Comie (communist pun intended) WE do and will emerge stronger when u &amp; all ur cronies are put to death at Gitmo. WE THE PEOPLE WILL INDEED BE STRONGER. #MAGA #DrainTheSwamp ,1
@user Happy 1stbirthday to Savage(Songs from a Broken World)! This time lst yr it dropped in my door and damn did it do some shit! 🎶 Little did we all know the ride it was going to take you and us as fans on. Thank you for this masterpiece! #garynuman #Savage #no2album ,1
@user #metoo is the BEST WEAPON the Liberals have because there is NO DUE PROCESS .. its all DISGUSTING ... and WOMAN are the ones USING it as the weapon .. shameful and TYPICAL Liberalism .. USE emotions FOR their own BENEFIT ... @user  POSTER CHILD for USING Woman ,1
@user You are so dope man ,1
@user it's different when they are trying to argue with you why you are wrong for believing in a different god. i'm all for respecting their religion but i deserve respect back ,0
@user this jag off ref Tony Corrente needs to get out of the NFL. He is a bias piece of garbage. He made a HORRIBLE bad call in packer game which changed the game. He is a liar and won’t admit when he’s wrong! NFL PLEASE FIRE TONY CORRENTE ,1
@user @user I don't understand how it's racist tho.. ,0
"@user My thoughts and prayers are with the families.  Random mass shootings, which plague our nation, are not normal and we as a country can't allow them to be normalized,"""" Craley said"""",   The truth is these mass shootings are becoming too """"normal"""".  Gun control would certainly help."""" ",1
@user Always allege that she is a poor girl and with tenacity and efforts win over this position for future congresswoman ...if she win. ,0
@user @user Twitter is very sneaky about censoring Conservatives n  various ways. There definitely  needs to be an investigation. ,0
@user I don't know any GOP who think delusion.  I do know GOP who realize that LIBERALS lie about everything. ,0
@user Absolutely. He is very special. ,0
@user And this coming from the sick puppy liberals at the Beast. ,1
@user Ohhhhhh I cried BIG crocodile tears the first time my daddy called me a bitch😂 took it on the chin like a champ but ran to my room to cry just like a bitch💀 ,1
@user LIAR!!!!.... see Clarence Thomas confirmation.... this was never about the lie!..it was always a delay tactic...nothing more...disgusting liberals and the Game they call 'politics' ,1
@user @user @user I hope @user Ask @user about the deep state and swamp creatures undermining president’s Agendas and latest @user video ,0
@user Why don’t we pray for better gun control laws first? ,0
@user Hope he is feeling much better!!! ,0
@user @user I believe this is what you are refering to ,0
@user @user You are a nut ,0
"@user @user If she is lying she needs to be sued for defamation of character and include Chuck Schumer and Dianne Feinstein in the lawsuit! Proof isn't substantiated by a bunch of man hating PC me two girls"""" that want free sex and then abortions paid for by the government!"""" ",0
@user What’s shocked me is that they consider themselves seculars !!!! Liberals !!! Those kind of yoga vegan freaks ! But when it’s about occupation they shift to something els ! ,0
"@user Billions of Dollars is being spent on new plants all around the country!""""  Can someone on the MAGA side please point me to what new plants are currently under construction?  Because this is false as I understand it.  ",0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user AMEN !!! We're Ready !!!  🙏💞💞💞🙏 ,0
@user YESSSSSHHHHH who else call you shitgull if it were not me or ryme 😚 ,1
@user You meant to say for yourself. Now is it time to talk about gun control? ,0
#micropoetry  It is a really big-top new hair not just a wig some new technology that will soon be blasé  even if underneath it all she is so gloriously bald. . ,0
@user @user Not supporting trump is the lowest low bar. I’m glad someone doesn’t support trump. It doesn’t make them an ally. There are plenty of conservatives who hate trump who aren’t also pure trash. ,1
@user @user No his stream chat lmao I raided him and he wasn’t reading chat like the cutie he is ,0
@user You're a piece of shit for saying that FEMA was successful in helping Puerto Rico after hurricane Maria. 3000 people died. You think that's successful? You really have no soul. You're a fucking horrible human being. I don't even think you're human. FUCK YOU!!! ,1
@user @user Idk what to think about her...but with her eyes like they r...she is naturally bugging out all the time...which is untrustworthy ,1
@user @user Because CHEAT if you have to!  Just WIN at any cost is the new @user motto.  @user @user @user  And MAGA &amp; shit.✊ ,0
@user @user That’s fucking rude to do that ,1
@user @user @user @user Dont tell me she is at it again ,0
@user @user Can you name one Democratic leader who endorses open borders?  Second point syntactically nonsensical.  I lament climate change &amp; I don’t have a private jet.   I favor more gun control &amp; I don’t glorify guns or have armed security.   Who is this fantasy “they” you r fixated on? ,0
@user Wow you liberals really don’t have a sense of humor.🙄 ,0
@user .@USER your the perfect example of why Americans despise lying liberals. Disgusting ,1
@user @user Landon sucks I asked him for my birthday if I could play with him but he never got back to me so Landon you suck ,1
@user @user @user @user @user @user @user @user @user @user Good vibes going towards Robert!!! ,0
@user thanks Joe!!! my sanity was forsaken a looong time ago hahaha ,1
@user @user They gone eat his high yellow ass 🤣 ,1
@user @user NO REAL AMERICAN WOULD WATCH THIS CRAP ,1
".@USER   What say you now?  I guess it's ✌️for liberals to use the so called white power"""" gesture.  ",0
@user Don’t use his NJ address.  He is never there. ,0
@user Someone wrote it for her. She is irrelevant!! ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Had all but one. Agreed EVERY one of these MAGA patriots is a must follow. Let's do this together for our great nation in 2018! Then repeat in 2020 and 2022!!! ,0
@user @user @user @user @user He lost his virginity This process has been turned into a clown show Protestors democrats paid for was unethical There hate shows in everyway TRUMP denounced Natzi group  and bad on both sides which is true But democrats refuse to denounce Antifa a democratic domestic terror- ,1
@user I don’t recall a President ever taking random questions for a long period of time and answering almost everyone of them.  And liberals accuse him of being a king or tyrant?  Pretty accommodating. ,0
@user @user One can always tell when Dr @user is not telling the truth. His mouth is moving! Why on earth would anyone expect the @user not to cosy up to Trump? ,0
@user @user Or lower some Liberals retirement fund idea's ,0
@user @user Before this scumbag considers running for president I want him to publicly swear under oath that when he was in school he never tried to cop a feel as these liberals like to show themselves as pure as the driven snow. ,0
@user @user @user @user And there's #Brexit 👇🏻 ,0
@user Dominos is ass ,1
@user She is so little and moving so fast lol ,0
@user @user American Conservatives Don't give one shit about the terrorist group Hamas or what they think and or believe. ,0
@user He is nuts who would have ever imagined that the US would have concentration camps......he is the devil ,1
@user @user The pope is Satan incarnate ,1
@user Don't you have to have some proof?🤔 ,0
@user Do I care 🚫pe.  Hope they fold like a cheap table.  Wonder what the spoiled primadonnas do when their huge salaries can't be made.  Bet it won't be bailed out like GM &amp; Too Big To Fail Banks were ,1
@user I never said that. I merely refuted the statement that they don’t have a tight end. Virgil Green is a solid tight end when he is surrounded by the talent that the chargers have ,0
@user And I you ya sexy lady you ♡ ,1
@user @user @user traitor whoever he or she is. ,1
@user @user @user @user He is an awesome dog. Almost worth the trip ,0
@user Good. He is a head case. Go get a Passrusher ,0
@user I was actually thinking you were joining antifa. ,0
@user @user Rodenbury was against violence and would have advocated for gun control. ,0
@user @user You can listen to it on the Dana Show podcast! ,0
"@user Yes, Joy @user ?....  You were about to say Six-and-a-half years?"""" Because that's correct, you sociopath.  You are """"stuck with this @user ,""""  f o r  t h e  n e x t  SIX-&amp;-ONE-HALF-YEARS.   #MAGA2KAG @user  🇺🇸 #WINNING"""" ",1
@user @user @user Oh-no benefits and employment goes up! See how it works yet? ,0
97% of Americans want a form of gun control. 62% of Americans want the government to protect the environment. 75% of Americans say immigration is a good thing &amp; 100% of Americans believe that HotDogs belong in the crusts of pizzas &amp; if the Italians don't like it they can suck it. ,1
A few things that happened to me in between #KUFball road wins:  -got married -had sex twice -got divorced ,0
@user This makes me proud to be a resident of the City of Atlanta! Good to see places in Georgia still have character and integrity to do what's right and just amidst a state who can never seem to get that part together. ,0
@user At least brennan is smart enough to recognize that Trump is a lion. He's not smart enough to know that he can't hurt Trump. Hurting Trump is what that idiot fantasies about. ,1
@user He is a millionaire. Trust me he'll just fine. ,0
@user U know this Ford is an avowed radical leftist with ties to Soros and antifa right? Plum crazy! ,0
@user Didn’t break rules. Had permission. A liar. ,0
@user @user @user Kwasia does ur Shatta Wale even have a career to start with . Idiot..his reign album hype seff Dey zero . As if he is not about to release an album 😂😂😂🤦🏼‍♂️🤦🏼‍♂️ hype no yh vim zero ,1
@user I love Carole! She is so smart I will really miss her! #RHONY was hoping u would have been a great addition to @user or another political show. Any news on what u will do next? ❤️ ,0
#ownthelibs interesting documentation of reactionary behavior from conservatives  ,0
@user Sorry...nothing but a setup to try and appease the Socialist Democratic Wacked Out Liberals. We are not stupid ,1
@user Enjoy them before those liberals take them white boys down for being white ! ,0
@user Gutierrez you’re such a liar that’s all you guys are good for ,1
@user The truth about gun control and human nature in one picture. ,0
"@user primary argument against #Kavanaugh is that he is too Constitutional""""  The democrats started a civil war during Clinton  They heightened their propaganda during Obama  They are scared animals backed into a corner  Antifa, BLM &amp; MS13 are their Sturmabteilung"""" ",1
"@user The comments that we should pity her because she is obviously not mentally well piss me off to no extent. If a POC did this they would not be concerned"""" about their mental well being."""" ",0
@user He is so cute! ,0
@user EAT MY ASS OH MY GOD YOU BETTER BE LYING ,1
@user State level crime when the alleged offender was a juvenile. Silly liberals no crime committed by Kavanaugh but probably one by the liar Ford #DemocratsDividingAndDestroyingAmerica #DemocratsHateAmerica ,1
#Republicans grow some balls and start playing dirty like these liberals assholes do! ,1
@user He is a DUMBASS !!!!! ,1
@user And I’ll assume you are anti-Jujubes? ,0
"@user @user I disagree. See Antifa."""""""" ",0
@user Antifa is a terrorist organization ,1
@user A proven record of failure so why not. ,0
#VictoriaSecrets being political? OMG... give it up. You are killing half your profits when you slur Conservatives. 🇺🇸 #KAG ,0
@user @user Hi Amy...your book is on my read list...thanks for speaking out Hope you are doing well🙂 ,0
@user Why are the tweets that Conservatives are retweeting with comments suddenly Unavailable? I cannot see what they’re talking about if the original tweet is no longer available. Anyone else noticing this? ,0
@user Battle of the hags! ,0
@user 10 cities to avoid this winter ,0
@user Oh I love this so much and had no idea your daughter and family had been through the struggle of childhood leukemia. So happy to hear she is a healthy strong college athlete! Much love to you and yours... ❤️💪🏻❤️ ,0
MAGA Mike Mack has the funniest tweet ever. I know he's  pissed but it's funny #jonesout ,0
People are sick of books from crooks.   #MAGA #RedWaveRising ,0
"@user You know what will make this professor even woker""""? If he's a gun control nut...."""" ",1
@user @user tough to speak your mind at work if your a conservative..amazing that this occurred in work setting. Bizarre. ,0
@user He is not allowed to do this he needs to be prosecuted ,0
@user I know she is 15 but I still don’t think it’s real ,0
@user CONGRATULATION YOU ARE A PUN MASTER 🎉🎉 ,0
"@user @user @user You should.have tried more, perhaps a BJP or RSS connection could have been fixed"""".Masters would be happy Dhanya"""" ",1
"@user PHOOEY! It wasn't about stepping forward"""" it was about @user helping @user wield a crude sharp axe on the UK's poor and vulnerable. He is a total hypocrite and fraud in a stupid affected style hat."""" ",1
@user @user Now they’ll have to pay more for their MAGA hats. ,0
@user @user @user @user @user @user @user @user    I would like to thank those at Whitehall whom have supported me. Please see press statement below Big thanks @user @user  Wishing you all the best for vote2019 ,0
@user @user Because 45% of Americans are too lazy to vote.  Non-voters skew liberal. And too many liberals who do vote throw their vote away on 3rd party losers. Next question? ,1
@user Time to vote and spit in the eye of all these liberals ,1
@user @user #MAGA Make Alcatraz Great Again ,0
@user Antifa Zeckenbiss by the way? #Hetzjagd ,0
@user @user @user @user And democrats ARE out here trying to have policies of gun control. Try watching other news outlets other than Fox. ,0
.@USER .@USER .@USER .@USER #HypocrisyMuch? .@USER .@USER .@USER that's why you are an enemy to the people #FakeNews go against political opponents and hide crimes from #Liberals #BigStuff! ,1
@user is my absolute favorite in Sharp Objects. She is absolutely sensational. ,0
"@user @user @user @user @user @user And not one bit of any of that has anything to do with Trump at all."""" - Liberals could care less who was responsible &amp; that the majority of the indictments were people Potus never met that did things while Obama was asleep at the wheel. Facts do not matter to the left."""" ",0
@user @user I wouldn’t trust Chuck Schumer ever. He’s a liar and the president doesn’t trust him either. ,1
@user Didn’t the polls say Hillary was going to be President??? ,0
@user Sure thing😏 ,0
@user Fuck u ,1
@user Did you hear that @user had a game taken away from her because she called an official a theif after he took a point and he only took a game away from her because she is a woman and he'd never have done that to a man? Would love to hear your thoughts on this ,0
@user Tough to say because football manages to appeal to all sides of the spectrum except maybe the far most liberals...(sorry for the rant lol) ,0
@user @user @user @user @user Haha 😂 Trump is still winning. It’s fun to watch the liberals literally go insane. ,1
@user Didn't this trashy thing sleep her way to the top with married men? ,1
@user @user Their gullibility.   They think if a politician has an R by their name he is a good guy and don't research that person at all. ,0
@user @user @user @user Republicans don't believe in expanding government. Conservatives want to shrink government.... you are a fake conservative....you are a treasonous fraud.... enjoy Russia ,0
"@user Shooting stars are pretty."""""""" ",0
&amp; could prove we're in opposite roles? THE DUALITY OF EVERYTHING. very scary. BUT i can't feed that thought rn).  need to think abt how grateful i am that she's saying these things bc it's finally getting to me that i can't keep caring abt her &amp; that she is not who i think she is ,0
@user @user @user Great. Here’s how today has gone: Floris wanted to spank me. Leah wanted to stab me. Curtis won’t back me up. Adam still looks great at 67 or however old as fuck he is... KL has a bigger dick than me but she’s a she...he🤔...she?!? ,1
@user Hitler would be so proud of David Hogg ,1
@user But not long ago the same Ray went off on a follower (who quite possibly pays for his services) for pointing out a guy (don’t remember who) for getting injured again. You guys pay this assholes bills ,1
@user FUCKOFF YOU BEEN KNEW IM SCARED OF HIM@ ,1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Jesus inherited the sinful genes from sinful Mary. It was in Jesus blood to commit sin. ,0
@user Fuck yeah! ,1
@user Be like Haiti and Obama and Clinton ,0
@user He’s always at the Corey of the non-issue. ,0
@user @user @user I know you're not this naive. Those people make up a very small % of Trump supporters. Do all Liberals support terrorist and (groups such as Antifa? ,1
@user Thank you for this tweet.   Give them a call @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user ,0
@user @user @user @user @user No kidding and I don't support that. Still doesn't cancel out the many violent protests by antifa. The money and support has been traced to George Soros and he is a big player within the democrat party ,0
"@user Does this mean you don't share the left's usual view on the 2nd amendment or does the constitution as the liberals say change with the times""""?"""" ",0
@user @user Conversely you apparentl don't care about kids unless they are shot at school &amp; can be used to promote gun control. Funny that AR you hate so much is used to kill far less people than criminals do with their arms and legs. When do you start calling for everyone to be dismembered? ,1
@user He is a very funny man isn't he.  I suspect even he doesn't really believe this. ,0
@user @user @user I absolutely agree!! I have tried rallying people on Twitter. Asking them to follow each other. Strength in numbers. I vote. I work the polls for early election and Election Day. I speak with liberals. I forwarded Maxine Walters rants to the secret service. ,0
@user Boy is that professor stupid or else has a mental illness. He obviously should not be teaching anyone! ,1
@user @user I couldn't agree more. And the unions attacking her are politicizing it far more than she is by turning it into a press release. I wrote about this last year. ,0
@user @user Actually he is a soy boy. ,1
@user @user It also means her treacherous actions will seriously offend 70% of @user who voted to #Leave all *Four Pillars* of the CORRUPT #EU. #ChuckMay #ChuckChequers #BoJo4PM ,0
@user FASCIST LEFT ARE EVERYWHERE. We must crush them; boycotts work folks. ,1
The GOP has two choices: 1) Confirm Kavanauh &amp; possibly lose the house. 2) Dump Kavanauh definitely lose the house &amp; have their supporters #WalkAway   #MAGA  #DoTheRightThing  #ConfirmKavanaugh ,0
@user I love the video articles and the diagrams. The stories are not too long and you are doing a great job of teaching. In fact I'd love to see more. ,0
@user listening to your show yesterday morning on DFLA an obvious (yet completely missed) thing jumped out at me. False flags. First thing antifa-types do is post inflammatory stuff on websites and then report it as proof of racism. ,0
@user Hey Jimmy @user The View had Norm on.   THE VIEW!!!!!  You're sad. ,0
@user WE STAN TWO WHOLE ASS VISUALS ,0
@user @user She is a piece of shit and I am not sorry for my bluntness. From now on I am going to say what I think whether bluntly or rudely! ,1
@user Another phoney poll!! #FakeNews ,0
@user This is another attempt from the Democratic liberals to bash a judge this didn't come out any other time and since it's many years ago she should have to prove it and I still think they should have that vote also there a Democrat running for mayor and he paid his girlfriend ,0
@user @user Everybody Talks About the Weather . . . We Don't: We confront them when we make sure that what doesn't suit us never happens again. Don’t blather that it is too violence. The action #AntiFa is not crocheting doilies! ,0
STOCKS RECORD HIGH   URL   #MAGA ,0
@user Fool ,1
@user Of course he is offended he is ill due to liberalism! ,1
@user He is 😭😭😭 he is so precious 💖 ,0
@user While for Republicans there's no difference in % of AGW belief between PhDs and college freshmen because conservatives are more open-minded people who are able to question consensus; plus tend to get degrees in more practical fields like eng. instead of airy fairy artsy BS. ,0
@user @user You are way off ,0
@user @user Cause gun control worked so well for chicago? ,0
@user @user You are whoring yourself out for NRA $$! ,1
@user @user @user @user Name the social injustices caused by the GOP and the death of anyone caused by members of it I dare you. How many people have lost their lives to the idiocy of gun control? ,1
@user About 20 of them Motherfuckers ‼️ ,1
@user @user Yeah and guess what helped DC become Not the Murder Capital of the World?  Gun control! It works! ,1
